2026-05-09 14:35:12.478 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'principal': 'lemon_python', 'credentials': 12345678, 'appType': 3, 'loginType': 0}
2026-05-09 14:35:12.993 | INFO     | tools.handle_extract:extract_response:33 - 设置到环境变量类的值{'__module__': 'data.envi_data', '__dict__': <attribute '__dict__' of 'EnviData' objects>, '__weakref__': <attribute '__weakref__' of 'EnviData' objects>, '__doc__': None, 'access_token': '5159aac7-1062-48b3-a178-3bc0969e8fa3', 'token_type': 'bearer', 'prodId': 5777, 'skuId': 13234}
2026-05-09 14:35:12.993 | INFO     | tools.handle_assert:handle_assert:46 - --------开始响应断言---------
2026-05-09 14:35:12.993 | INFO     | tools.handle_assert:handle_assert:48 - 这条用例不需要断言！直接返回通过
2026-05-09 14:35:12.993 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'basketId': 0, 'count': 1, 'prodId': '${prodId}', 'shopId': 1, 'skuId': '${skuId}'}
2026-05-09 14:35:12.993 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['prodId', 'skuId']
2026-05-09 14:35:12.993 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['prodId', 'skuId']
2026-05-09 14:35:12.993 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"basketId": 0, "count": 1, "prodId": "5777", "shopId": 1, "skuId": "13234"}
2026-05-09 14:35:12.993 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': '${token_type}${access_token}'}
2026-05-09 14:35:12.993 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['token_type', 'access_token']
2026-05-09 14:35:12.993 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['token_type', 'access_token']
2026-05-09 14:35:12.993 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"Content-Type": "application/json", "Accept-Language": "zh", "Authorization": "bearer5159aac7-1062-48b3-a178-3bc0969e8fa3"}
2026-05-09 14:35:13.009 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：http://shop.lemonban.com:8107/p/shopCart/changeItem
2026-05-09 14:35:13.009 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-09 14:35:13.009 | INFO     | tools.handle_requests:requests_api:80 - ==================接口的请求消息============================
2026-05-09 14:35:13.009 | INFO     | tools.handle_requests:requests_api:81 - 请求方法：POST
2026-05-09 14:35:13.009 | INFO     | tools.handle_requests:requests_api:82 - 请求地址：http://shop.lemonban.com:8107/p/shopCart/changeItem
2026-05-09 14:35:13.009 | INFO     | tools.handle_requests:requests_api:83 - 请求参数：{'basketId': 0, 'count': 1, 'prodId': '5777', 'shopId': 1, 'skuId': '13234'}
2026-05-09 14:35:13.009 | INFO     | tools.handle_requests:requests_api:84 - 请求头部：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': 'bearer5159aac7-1062-48b3-a178-3bc0969e8fa3'}
2026-05-09 14:35:13.102 | INFO     | tools.handle_requests:requests_api:105 - ==============================响应消息==========================
2026-05-09 14:35:13.102 | INFO     | tools.handle_requests:requests_api:106 - 响应状态码：200
2026-05-09 14:35:13.102 | INFO     | tools.handle_requests:requests_api:107 - 响应消息体：
2026-05-09 14:35:13.102 | INFO     | tools.handle_extract:extract_response:14 - ------不需要作提取处理------
2026-05-09 14:35:13.102 | INFO     | tools.handle_assert:handle_assert:46 - --------开始响应断言---------
2026-05-09 14:35:13.102 | INFO     | tools.handle_assert:handle_assert:48 - 这条用例不需要断言！直接返回通过
2026-05-09 14:35:13.102 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：[]
2026-05-09 14:35:13.102 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-09 14:35:13.102 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': '${token_type}${access_token}'}
2026-05-09 14:35:13.102 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['token_type', 'access_token']
2026-05-09 14:35:13.102 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['token_type', 'access_token']
2026-05-09 14:35:13.102 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"Content-Type": "application/json", "Accept-Language": "zh", "Authorization": "bearer5159aac7-1062-48b3-a178-3bc0969e8fa3"}
2026-05-09 14:35:13.102 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：http://shop.lemonban.com:8107/p/shopCart/info
2026-05-09 14:35:13.102 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-09 14:35:13.102 | INFO     | tools.handle_requests:requests_api:80 - ==================接口的请求消息============================
2026-05-09 14:35:13.102 | INFO     | tools.handle_requests:requests_api:81 - 请求方法：POST
2026-05-09 14:35:13.102 | INFO     | tools.handle_requests:requests_api:82 - 请求地址：http://shop.lemonban.com:8107/p/shopCart/info
2026-05-09 14:35:13.102 | INFO     | tools.handle_requests:requests_api:83 - 请求参数：[]
2026-05-09 14:35:13.102 | INFO     | tools.handle_requests:requests_api:84 - 请求头部：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': 'bearer5159aac7-1062-48b3-a178-3bc0969e8fa3'}
2026-05-09 14:35:13.197 | INFO     | tools.handle_requests:requests_api:105 - ==============================响应消息==========================
2026-05-09 14:35:13.197 | INFO     | tools.handle_requests:requests_api:106 - 响应状态码：200
2026-05-09 14:35:13.197 | INFO     | tools.handle_requests:requests_api:107 - 响应消息体：[{"shopId":1,"shopName":"碧海蓝天","shopCityStatus":1,"shopCartItemDiscounts":[{"totalAmount":null,"chooseDiscountItemDto":{"discountId":369,"discountRule":2,"needAmount":100.0,"discountType":0,"prodCount":0,"prodsPrice":0.0,"discount":5.0,"reduceAmount":0.0},"shopCartItems":[{"prodName":"皮卡丘联名包包 金色 ","prodNameCn":"皮卡丘联名包包 金色 ","prodNameEn":"皮卡丘联名包包 golden ","prodCount":5,"pic":"http://shop.lemonban.com:8108/2026/03/f381cc9e2e78462a9335134582951af2.jpg","price":88.88,"categoryId":null,"productTotalAmount":444.4,"prodId":6415,"skuId":13912,"skuName":"金色 ","useScore":null,"scorePrice":0,"basketId":67692,"actualTotal":null,"discountId":369,"shareReduce":0.0,"isShareReduce":null,"scorePayReduce":null,"discounts":[{"discountId":369,"shopId":null,"mobilePic":null,"pcPic":null,"pcBackgroundPic":null,"discountName":"满100打5折","discountRule":null,"discountType":null,"suitableProdType":null,"maxReduceAmount":null,"startTime":null,"endTime":null,"discountItems":null},{"discountId":370,"shopId":null,"mobilePic":null,"pcPic":null,"pcBackgroundPic":null,"discountName":"满10件打5折","discountRule":null,"discountType":null,"suitableProdType":null,"maxReduceAmount":null,"startTime":null,"endTime":null,"discountItems":null}],"deliveryMode":"{\"hasUserPickUp\": false, \"hasCityDelivery\": false, \"hasShopDelivery\": true}","deliveryModeVO":{"hasUserPickUp":false,"hasShopDelivery":true,"hasCityDelivery":false},"isCheck":false,"shopId":1,"shopName":"碧海蓝天","oriPrice":99.99,"distributionCardNo":null,"basketDate":"2026-05-08 06:27:03","preSellStatus":null,"preSellTime":null,"shopCityStatus":1},{"prodName":"HA96212","prodNameCn":"HA96212","prodNameEn":"HA96212","prodCount":2,"pic":"http://shop.lemonban.com:8108/2025/08/11508b18f020405b93b0af3d2877d072.jpg","price":1.0,"categoryId":null,"productTotalAmount":2.0,"prodId":6013,"skuId":13472,"skuName":"","useScore":null,"scorePrice":0,"basketId":67691,"actualTotal":null,"discountId":369,"shareReduce":0.0,"isShareReduce":null,"scorePayReduce":null,"discounts":[{"discountId":369,"shopId":null,"mobilePic":null,"pcPic":null,"pcBackgroundPic":null,"discountName":"满100打5折","discountRule":null,"discountType":null,"suitableProdType":null,"maxReduceAmount":null,"startTime":null,"endTime":null,"discountItems":null},{"discountId":370,"shopId":null,"mobilePic":null,"pcPic":null,"pcBackgroundPic":null,"discountName":"满10件打5折","discountRule":null,"discountType":null,"suitableProdType":null,"maxReduceAmount":null,"startTime":null,"endTime":null,"discountItems":null}],"deliveryMode":"{\"hasUserPickUp\": false, \"hasCityDelivery\": false, \"hasShopDelivery\": true}","deliveryModeVO":{"hasUserPickUp":false,"hasShopDelivery":true,"hasCityDelivery":false},"isCheck":false,"shopId":1,"shopName":"碧海蓝天","oriPrice":1.0,"distributionCardNo":null,"basketDate":"2026-05-08 06:25:20","preSellStatus":null,"preSellTime":null,"shopCityStatus":1},{"prodName":"真皮圆筒包","prodNameCn":"真皮圆筒包","prodNameEn":"真皮圆筒包","prodCount":6,"pic":"http://shop.lemonban.com:8108/2025/07/84be53ea3839476398f984dbf93c969a.png","price":999.0,"categoryId":null,"productTotalAmount":5994.0,"prodId":5777,"skuId":13234,"skuName":"","useScore":null,"scorePrice":0,"basketId":67659,"actualTotal":null,"discountId":369,"shareReduce":0.0,"isShareReduce":null,"scorePayReduce":null,"discounts":[{"discountId":369,"shopId":null,"mobilePic":null,"pcPic":null,"pcBackgroundPic":null,"discountName":"满100打5折","discountRule":null,"discountType":null,"suitableProdType":null,"maxReduceAmount":null,"startTime":null,"endTime":null,"discountItems":null},{"discountId":370,"shopId":null,"mobilePic":null,"pcPic":null,"pcBackgroundPic":null,"discountName":"满10件打5折","discountRule":null,"discountType":null,"suitableProdType":null,"maxReduceAmount":null,"startTime":null,"endTime":null,"discountItems":null}],"deliveryMode":"{\"hasUserPickUp\": false, \"hasCityDelivery\": false, \"hasShopDelivery\": true}","deliveryModeVO":{"hasUserPickUp":false,"hasShopDelivery":true,"hasCityDelivery":false},"isCheck":false,"shopId":1,"shopName":"碧海蓝天","oriPrice":999.0,"distributionCardNo":null,"basketDate":"2026-05-07 12:25:59","preSellStatus":null,"preSellTime":null,"shopCityStatus":1}]}]}]
2026-05-09 14:35:13.212 | INFO     | tools.handle_extract:extract_response:22 - 需要作提取处理Key：basketId
2026-05-09 14:35:13.212 | INFO     | tools.handle_extract:extract_response:29 - 需要作提取处理Value：67692
2026-05-09 14:35:13.212 | INFO     | tools.handle_extract:extract_response:33 - 设置到环境变量类的值{'__module__': 'data.envi_data', '__dict__': <attribute '__dict__' of 'EnviData' objects>, '__weakref__': <attribute '__weakref__' of 'EnviData' objects>, '__doc__': None, 'access_token': '5159aac7-1062-48b3-a178-3bc0969e8fa3', 'token_type': 'bearer', 'prodId': 5777, 'skuId': 13234, 'basketId': 67692}
2026-05-09 14:35:13.228 | INFO     | tools.handle_assert:handle_assert:46 - --------开始响应断言---------
2026-05-09 14:35:13.228 | INFO     | tools.handle_assert:handle_assert:48 - 这条用例不需要断言！直接返回通过
2026-05-09 14:35:13.228 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'addrId': 0, 'basketIds': ['${basketId}'], 'couponIds': [], 'isScorePay': 0, 'userChangeCoupon': 0, 'userUseScore': 0}
2026-05-09 14:35:13.228 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['basketId']
2026-05-09 14:35:13.228 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['basketId']
2026-05-09 14:35:13.228 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"addrId": 0, "basketIds": ["67692"], "couponIds": [], "isScorePay": 0, "userChangeCoupon": 0, "userUseScore": 0}
2026-05-09 14:35:13.228 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': '${token_type}${access_token}'}
2026-05-09 14:35:13.228 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['token_type', 'access_token']
2026-05-09 14:35:13.228 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['token_type', 'access_token']
2026-05-09 14:35:13.228 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"Content-Type": "application/json", "Accept-Language": "zh", "Authorization": "bearer5159aac7-1062-48b3-a178-3bc0969e8fa3"}
2026-05-09 14:35:13.228 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：http://shop.lemonban.com:8107/p/order/confirm
2026-05-09 14:35:13.228 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-09 14:35:13.228 | INFO     | tools.handle_requests:requests_api:80 - ==================接口的请求消息============================
2026-05-09 14:35:13.228 | INFO     | tools.handle_requests:requests_api:81 - 请求方法：POST
2026-05-09 14:35:13.228 | INFO     | tools.handle_requests:requests_api:82 - 请求地址：http://shop.lemonban.com:8107/p/order/confirm
2026-05-09 14:35:13.228 | INFO     | tools.handle_requests:requests_api:83 - 请求参数：{'addrId': 0, 'basketIds': ['67692'], 'couponIds': [], 'isScorePay': 0, 'userChangeCoupon': 0, 'userUseScore': 0}
2026-05-09 14:35:13.228 | INFO     | tools.handle_requests:requests_api:84 - 请求头部：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': 'bearer5159aac7-1062-48b3-a178-3bc0969e8fa3'}
2026-05-09 14:35:13.337 | INFO     | tools.handle_requests:requests_api:105 - ==============================响应消息==========================
2026-05-09 14:35:13.337 | INFO     | tools.handle_requests:requests_api:106 - 响应状态码：200
2026-05-09 14:35:13.337 | INFO     | tools.handle_requests:requests_api:107 - 响应消息体：{"actualTotal":222.2,"total":444.4,"totalCount":5,"orderReduce":222.2,"scorePrice":null,"maxUsableScore":1,"totalUsableScore":0,"totalScoreAmount":0.0,"totalLevelAmount":0.0,"freeTransfee":0.0,"totalTransfee":0.0,"userAddr":{"addrId":4825,"receiver":"lemon","province":"北京市","city":"市辖区","area":"东城区","addr":"111111","mobile":"13455667788","lng":0.0,"lat":0.0,"commonAddr":1,"provinceId":11,"cityId":1101,"areaId":110101},"shopCartOrders":[{"shopId":1,"shopName":"碧海蓝天","actualTotal":222.2,"total":444.4,"totalCount":5,"transfee":0.0,"discountReduce":222.2,"couponReduce":null,"shopReduce":222.2,"remarks":null,"scoreReduce":0.0,"useScore":null,"levelReduce":0.0,"freeTransfee":0.0,"shopCartItemDiscounts":[{"totalAmount":222.2,"chooseDiscountItemDto":{"discountId":369,"discountRule":2,"needAmount":100.0,"discountType":0,"prodCount":5,"prodsPrice":444.4,"discount":5.0,"reduceAmount":222.2},"shopCartItems":[{"prodName":"皮卡丘联名包包 金色 ","prodNameCn":"皮卡丘联名包包 金色 ","prodNameEn":"皮卡丘联名包包 golden ","prodCount":5,"pic":"http://shop.lemonban.com:8108/2026/03/f381cc9e2e78462a9335134582951af2.jpg","price":88.88,"categoryId":null,"productTotalAmount":444.4,"prodId":6415,"skuId":13912,"skuName":"金色 ","useScore":null,"scorePrice":0,"basketId":67692,"actualTotal":222.2,"discountId":369,"shareReduce":222.2,"isShareReduce":null,"scorePayReduce":null,"discounts":[{"discountId":369,"shopId":null,"mobilePic":null,"pcPic":null,"pcBackgroundPic":null,"discountName":"满100打5折","discountRule":null,"discountType":null,"suitableProdType":null,"maxReduceAmount":null,"startTime":null,"endTime":null,"discountItems":null},{"discountId":370,"shopId":null,"mobilePic":null,"pcPic":null,"pcBackgroundPic":null,"discountName":"满10件打5折","discountRule":null,"discountType":null,"suitableProdType":null,"maxReduceAmount":null,"startTime":null,"endTime":null,"discountItems":null}],"deliveryMode":"{\"hasUserPickUp\": false, \"hasCityDelivery\": false, \"hasShopDelivery\": true}","deliveryModeVO":{"hasUserPickUp":false,"hasShopDelivery":true,"hasCityDelivery":false},"isCheck":null,"shopId":1,"shopName":"碧海蓝天","oriPrice":99.99,"distributionCardNo":null,"basketDate":"2026-05-08 06:27:03","preSellStatus":null,"preSellTime":null,"shopCityStatus":1}]}],"coupons":[],"shopCityStatus":1,"orderNumber":null}],"coupons":null,"isScorePay":0,"shopUseScore":100.0,"filterShopItems":[],"orderSelfStationDto":null,"orderSelfStationDtos":null,"dvyType":1,"stationId":null,"shopCityStatus":1}
2026-05-09 14:35:13.337 | INFO     | tools.handle_extract:extract_response:14 - ------不需要作提取处理------
2026-05-09 14:35:13.337 | INFO     | tools.handle_assert:handle_assert:46 - --------开始响应断言---------
2026-05-09 14:35:13.337 | INFO     | tools.handle_assert:handle_assert:48 - 这条用例不需要断言！直接返回通过
2026-05-09 14:35:13.337 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'orderShopParam': [{'remarks': '', 'shopId': 1}]}
2026-05-09 14:35:13.337 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-09 14:35:13.337 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': '${token_type}${access_token}'}
2026-05-09 14:35:13.353 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['token_type', 'access_token']
2026-05-09 14:35:13.353 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['token_type', 'access_token']
2026-05-09 14:35:13.353 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"Content-Type": "application/json", "Accept-Language": "zh", "Authorization": "bearer5159aac7-1062-48b3-a178-3bc0969e8fa3"}
2026-05-09 14:35:13.353 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：http://shop.lemonban.com:8107/p/order/submit
2026-05-09 14:35:13.353 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-09 14:35:13.353 | INFO     | tools.handle_requests:requests_api:80 - ==================接口的请求消息============================
2026-05-09 14:35:13.353 | INFO     | tools.handle_requests:requests_api:81 - 请求方法：POST
2026-05-09 14:35:13.353 | INFO     | tools.handle_requests:requests_api:82 - 请求地址：http://shop.lemonban.com:8107/p/order/submit
2026-05-09 14:35:13.353 | INFO     | tools.handle_requests:requests_api:83 - 请求参数：{'orderShopParam': [{'remarks': '', 'shopId': 1}]}
2026-05-09 14:35:13.353 | INFO     | tools.handle_requests:requests_api:84 - 请求头部：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': 'bearer5159aac7-1062-48b3-a178-3bc0969e8fa3'}
2026-05-09 14:35:13.446 | INFO     | tools.handle_requests:requests_api:105 - ==============================响应消息==========================
2026-05-09 14:35:13.446 | INFO     | tools.handle_requests:requests_api:106 - 响应状态码：200
2026-05-09 14:35:13.446 | INFO     | tools.handle_requests:requests_api:107 - 响应消息体：{"orderNumbers":"2053000935172739072","duplicateError":null}
2026-05-09 14:35:13.446 | INFO     | tools.handle_extract:extract_response:22 - 需要作提取处理Key：orderNumbers
