2026-05-04 10:31:07.819 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"principal": "lemon_python", "credentials": "12345678", "appType": 3, "loginType": 0}
2026-05-04 10:31:08.148 | INFO     | tools.handle_requests:requests_api:103 - ==============================响应消息==========================
2026-05-04 10:31:08.148 | INFO     | tools.handle_requests:requests_api:104 - 响应状态码：200
2026-05-04 10:31:08.148 | INFO     | tools.handle_requests:requests_api:105 - 响应消息体：{"records":[{"prodId":5777,"pic":"http://shop.lemonban.com:8108/2025/07/84be53ea3839476398f984dbf93c969a.png","prodName":"真皮圆筒包","price":999.0,"prodCommNumber":0,"positiveRating":0.0,"praiseNumber":0}],"total":1,"size":10,"current":1,"orders":[],"optimizeCountSql":true,"hitCount":false,"countId":null,"maxLimit":null,"searchCount":true,"pages":1}
2026-05-04 10:31:08.148 | INFO     | tools.handle_extract:extract_response:21 - 需要作提取处理Key：prodId
2026-05-04 10:31:08.148 | INFO     | tools.handle_extract:extract_response:28 - 需要作提取处理Value：5777
2026-05-04 10:31:08.149 | INFO     | tools.handle_extract:extract_response:32 - 设置到环境变量类的值{'__module__': 'data.envi_data', '__dict__': <attribute '__dict__' of 'EnviData' objects>, '__weakref__': <attribute '__weakref__' of 'EnviData' objects>, '__doc__': None, 'access_token': '5b8bae04-9696-4721-bb8c-25bb180d6915', 'token_type': 'bearer', 'prodId': 5777}
2026-05-04 10:31:08.149 | INFO     | tools.handle_assert:handle_assert:45 - --------开始响应断言---------
2026-05-04 10:31:08.149 | INFO     | tools.handle_assert:handle_assert:47 - 这条用例不需要断言！直接返回通过
2026-05-04 10:31:08.152 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"prodId":${prodId}}
2026-05-04 10:31:08.152 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['prodId']
2026-05-04 10:31:08.152 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['prodId']
2026-05-04 10:31:08.152 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"prodId":5777}
2026-05-04 10:31:08.152 | INFO     | tools.handle_replace:replace_mark:18 - ------没有读取要做替换字符串-------
2026-05-04 10:31:08.152 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：http://shop.lemonban.com:8107/prod/prodInfo
2026-05-04 10:31:08.153 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:08.153 | INFO     | tools.handle_requests:requests_api:78 - ==================接口的请求消息============================
2026-05-04 10:31:08.153 | INFO     | tools.handle_requests:requests_api:79 - 请求方法：GET
2026-05-04 10:31:08.153 | INFO     | tools.handle_requests:requests_api:80 - 请求地址：http://shop.lemonban.com:8107/prod/prodInfo
2026-05-04 10:31:08.153 | INFO     | tools.handle_requests:requests_api:81 - 请求参数：{'prodId': 5777}
2026-05-04 10:31:08.153 | INFO     | tools.handle_requests:requests_api:82 - 请求头部：None
2026-05-04 10:31:08.350 | INFO     | tools.handle_requests:requests_api:103 - ==============================响应消息==========================
2026-05-04 10:31:08.351 | INFO     | tools.handle_requests:requests_api:104 - 响应状态码：200
2026-05-04 10:31:08.351 | INFO     | tools.handle_requests:requests_api:105 - 响应消息体：{"shopId":1,"shopName":null,"prodId":5777,"prodName":"真皮圆筒包","price":999.0,"content":"<p>真皮圆筒包</p>","oriPrice":999.0,"waterSoldNum":50,"totalStocks":9012353,"brief":"真皮圆筒包","video":"","pic":"http://shop.lemonban.com:8108/2025/07/84be53ea3839476398f984dbf93c969a.png","imgs":"http://shop.lemonban.com:8108/2025/07/84be53ea3839476398f984dbf93c969a.png","categoryId":132,"prodType":0,"scorePrice":null,"liveRoomParams":[],"skuList":[{"skuId":13234,"price":999.0,"oriPrice":999.0,"stocks":9012353,"skuName":"","skuScore":1,"pic":null,"properties":""}],"groupActivityId":0,"activityPrice":null,"startDeliveryFee":null,"deliveryModeVO":{"hasUserPickUp":false,"hasShopDelivery":true,"hasCityDelivery":false},"preSellStatus":0,"preSellTime":null}
2026-05-04 10:31:08.351 | INFO     | tools.handle_extract:extract_response:21 - 需要作提取处理Key：skuId
2026-05-04 10:31:08.351 | INFO     | tools.handle_extract:extract_response:28 - 需要作提取处理Value：13234
2026-05-04 10:31:08.351 | INFO     | tools.handle_extract:extract_response:32 - 设置到环境变量类的值{'__module__': 'data.envi_data', '__dict__': <attribute '__dict__' of 'EnviData' objects>, '__weakref__': <attribute '__weakref__' of 'EnviData' objects>, '__doc__': None, 'access_token': '5b8bae04-9696-4721-bb8c-25bb180d6915', 'token_type': 'bearer', 'prodId': 5777, 'skuId': 13234}
2026-05-04 10:31:08.351 | INFO     | tools.handle_assert:handle_assert:45 - --------开始响应断言---------
2026-05-04 10:31:08.352 | INFO     | tools.handle_assert:handle_assert:47 - 这条用例不需要断言！直接返回通过
2026-05-04 10:31:08.356 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"basketId": 0, "count": 1, "prodId": ${prodId}, "shopId": 1, "skuId": ${skuId}}
2026-05-04 10:31:08.356 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['prodId', 'skuId']
2026-05-04 10:31:08.356 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['prodId', 'skuId']
2026-05-04 10:31:08.356 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"basketId": 0, "count": 1, "prodId": 5777, "shopId": 1, "skuId": 13234}
2026-05-04 10:31:08.356 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "${token_type}${access_token}"}
2026-05-04 10:31:08.356 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['token_type', 'access_token']
2026-05-04 10:31:08.356 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['token_type', 'access_token']
2026-05-04 10:31:08.356 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "bearer5b8bae04-9696-4721-bb8c-25bb180d6915"}
2026-05-04 10:31:08.356 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：http://shop.lemonban.com:8107/p/shopCart/changeItem
2026-05-04 10:31:08.357 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:08.357 | INFO     | tools.handle_requests:requests_api:78 - ==================接口的请求消息============================
2026-05-04 10:31:08.357 | INFO     | tools.handle_requests:requests_api:79 - 请求方法：POST
2026-05-04 10:31:08.357 | INFO     | tools.handle_requests:requests_api:80 - 请求地址：http://shop.lemonban.com:8107/p/shopCart/changeItem
2026-05-04 10:31:08.357 | INFO     | tools.handle_requests:requests_api:81 - 请求参数：{'basketId': 0, 'count': 1, 'prodId': 5777, 'shopId': 1, 'skuId': 13234}
2026-05-04 10:31:08.357 | INFO     | tools.handle_requests:requests_api:82 - 请求头部：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': 'bearer5b8bae04-9696-4721-bb8c-25bb180d6915'}
2026-05-04 10:31:08.534 | INFO     | tools.handle_requests:requests_api:103 - ==============================响应消息==========================
2026-05-04 10:31:08.534 | INFO     | tools.handle_requests:requests_api:104 - 响应状态码：200
2026-05-04 10:31:08.534 | INFO     | tools.handle_requests:requests_api:105 - 响应消息体：
2026-05-04 10:31:08.535 | INFO     | tools.handle_extract:extract_response:14 - ------不需要作提取处理------
2026-05-04 10:31:08.535 | INFO     | tools.handle_assert:handle_assert:45 - --------开始响应断言---------
2026-05-04 10:31:08.535 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"text":"添加成功"}
2026-05-04 10:31:08.536 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:08.536 | INFO     | tools.handle_assert:handle_assert:52 - 期望结果的表达式是：{'text': '添加成功'}
2026-05-04 10:31:08.537 | ERROR    | tools.handle_assert:handle_assert:62 - 断言失败！
2026-05-04 10:31:08.760 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"basketId": 0, "count": 5, "prodId": ${prodId}, "shopId": 1, "skuId": ${skuId}}
2026-05-04 10:31:08.760 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['prodId', 'skuId']
2026-05-04 10:31:08.760 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['prodId', 'skuId']
2026-05-04 10:31:08.761 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"basketId": 0, "count": 5, "prodId": 5777, "shopId": 1, "skuId": 13234}
2026-05-04 10:31:08.761 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "${token_type}${access_token}"}
2026-05-04 10:31:08.761 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['token_type', 'access_token']
2026-05-04 10:31:08.761 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['token_type', 'access_token']
2026-05-04 10:31:08.761 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "bearer5b8bae04-9696-4721-bb8c-25bb180d6915"}
2026-05-04 10:31:08.761 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：http://shop.lemonban.com:8107/p/shopCart/changeItem
2026-05-04 10:31:08.761 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:08.761 | INFO     | tools.handle_requests:requests_api:78 - ==================接口的请求消息============================
2026-05-04 10:31:08.761 | INFO     | tools.handle_requests:requests_api:79 - 请求方法：POST
2026-05-04 10:31:08.761 | INFO     | tools.handle_requests:requests_api:80 - 请求地址：http://shop.lemonban.com:8107/p/shopCart/changeItem
2026-05-04 10:31:08.761 | INFO     | tools.handle_requests:requests_api:81 - 请求参数：{'basketId': 0, 'count': 5, 'prodId': 5777, 'shopId': 1, 'skuId': 13234}
2026-05-04 10:31:08.761 | INFO     | tools.handle_requests:requests_api:82 - 请求头部：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': 'bearer5b8bae04-9696-4721-bb8c-25bb180d6915'}
2026-05-04 10:31:08.921 | INFO     | tools.handle_requests:requests_api:103 - ==============================响应消息==========================
2026-05-04 10:31:08.921 | INFO     | tools.handle_requests:requests_api:104 - 响应状态码：200
2026-05-04 10:31:08.922 | INFO     | tools.handle_requests:requests_api:105 - 响应消息体：
2026-05-04 10:31:08.922 | INFO     | tools.handle_extract:extract_response:14 - ------不需要作提取处理------
2026-05-04 10:31:08.922 | INFO     | tools.handle_assert:handle_assert:45 - --------开始响应断言---------
2026-05-04 10:31:08.923 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"text":"添加成功"}
2026-05-04 10:31:08.923 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:08.923 | INFO     | tools.handle_assert:handle_assert:52 - 期望结果的表达式是：{'text': '添加成功'}
2026-05-04 10:31:08.924 | ERROR    | tools.handle_assert:handle_assert:62 - 断言失败！
2026-05-04 10:31:08.945 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"basketId": 0, "count": 0, "prodId": ${prodId}, "shopId": 1, "skuId": ${skuId}}
2026-05-04 10:31:08.946 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['prodId', 'skuId']
2026-05-04 10:31:08.946 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['prodId', 'skuId']
2026-05-04 10:31:08.946 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"basketId": 0, "count": 0, "prodId": 5777, "shopId": 1, "skuId": 13234}
2026-05-04 10:31:08.946 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "${token_type}${access_token}"}
2026-05-04 10:31:08.946 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['token_type', 'access_token']
2026-05-04 10:31:08.946 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['token_type', 'access_token']
2026-05-04 10:31:08.946 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "bearer5b8bae04-9696-4721-bb8c-25bb180d6915"}
2026-05-04 10:31:08.948 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：http://shop.lemonban.com:8107/p/shopCart/changeItem
2026-05-04 10:31:08.948 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:08.948 | INFO     | tools.handle_requests:requests_api:78 - ==================接口的请求消息============================
2026-05-04 10:31:08.948 | INFO     | tools.handle_requests:requests_api:79 - 请求方法：POST
2026-05-04 10:31:08.948 | INFO     | tools.handle_requests:requests_api:80 - 请求地址：http://shop.lemonban.com:8107/p/shopCart/changeItem
2026-05-04 10:31:08.948 | INFO     | tools.handle_requests:requests_api:81 - 请求参数：{'basketId': 0, 'count': 0, 'prodId': 5777, 'shopId': 1, 'skuId': 13234}
2026-05-04 10:31:08.948 | INFO     | tools.handle_requests:requests_api:82 - 请求头部：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': 'bearer5b8bae04-9696-4721-bb8c-25bb180d6915'}
2026-05-04 10:31:09.040 | INFO     | tools.handle_requests:requests_api:103 - ==============================响应消息==========================
2026-05-04 10:31:09.040 | INFO     | tools.handle_requests:requests_api:104 - 响应状态码：400
2026-05-04 10:31:09.040 | INFO     | tools.handle_requests:requests_api:105 - 响应消息体：输入更改数量
2026-05-04 10:31:09.040 | INFO     | tools.handle_extract:extract_response:14 - ------不需要作提取处理------
2026-05-04 10:31:09.040 | INFO     | tools.handle_assert:handle_assert:45 - --------开始响应断言---------
2026-05-04 10:31:09.040 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"text":"输入更改数量"}
2026-05-04 10:31:09.041 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:09.041 | INFO     | tools.handle_assert:handle_assert:52 - 期望结果的表达式是：{'text': '输入更改数量'}
2026-05-04 10:31:09.041 | INFO     | tools.handle_assert:handle_assert:58 - 用例执行结果：输入更改数量
2026-05-04 10:31:09.041 | INFO     | tools.handle_assert:handle_assert:59 - 用例预期结果：输入更改数量
2026-05-04 10:31:09.041 | INFO     | tools.handle_assert:handle_assert:60 - 断言通过！
2026-05-04 10:31:09.044 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"basketId": 0, "count": "a", "prodId": ${prodId}, "shopId": 1, "skuId": ${skuId}}
2026-05-04 10:31:09.044 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['prodId', 'skuId']
2026-05-04 10:31:09.044 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['prodId', 'skuId']
2026-05-04 10:31:09.044 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"basketId": 0, "count": "a", "prodId": 5777, "shopId": 1, "skuId": 13234}
2026-05-04 10:31:09.044 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "${token_type}${access_token}"}
2026-05-04 10:31:09.044 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：['token_type', 'access_token']
2026-05-04 10:31:09.044 | INFO     | tools.handle_replace:replace_mark:27 - 开始进行替换字符串:['token_type', 'access_token']
2026-05-04 10:31:09.044 | INFO     | tools.handle_replace:replace_mark:41 - 最终得到的字符串：{"Content-Type":"application/json","Accept-Language":"zh","Authorization": "bearer5b8bae04-9696-4721-bb8c-25bb180d6915"}
2026-05-04 10:31:09.044 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：http://shop.lemonban.com:8107/p/shopCart/changeItem
2026-05-04 10:31:09.044 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:09.044 | INFO     | tools.handle_requests:requests_api:78 - ==================接口的请求消息============================
2026-05-04 10:31:09.045 | INFO     | tools.handle_requests:requests_api:79 - 请求方法：POST
2026-05-04 10:31:09.045 | INFO     | tools.handle_requests:requests_api:80 - 请求地址：http://shop.lemonban.com:8107/p/shopCart/changeItem
2026-05-04 10:31:09.045 | INFO     | tools.handle_requests:requests_api:81 - 请求参数：{'basketId': 0, 'count': 'a', 'prodId': 5777, 'shopId': 1, 'skuId': 13234}
2026-05-04 10:31:09.045 | INFO     | tools.handle_requests:requests_api:82 - 请求头部：{'Content-Type': 'application/json', 'Accept-Language': 'zh', 'Authorization': 'bearer5b8bae04-9696-4721-bb8c-25bb180d6915'}
2026-05-04 10:31:09.133 | INFO     | tools.handle_requests:requests_api:103 - ==============================响应消息==========================
2026-05-04 10:31:09.133 | INFO     | tools.handle_requests:requests_api:104 - 响应状态码：400
2026-05-04 10:31:09.133 | INFO     | tools.handle_requests:requests_api:105 - 响应消息体：{"timestamp":"2026-05-04 10:31:32","status":400,"error":"Bad Request","message":"","path":"/p/shopCart/changeItem"}
2026-05-04 10:31:09.133 | INFO     | tools.handle_extract:extract_response:14 - ------不需要作提取处理------
2026-05-04 10:31:09.133 | INFO     | tools.handle_assert:handle_assert:45 - --------开始响应断言---------
2026-05-04 10:31:09.133 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{"text":"请输入正确的数量"}
2026-05-04 10:31:09.133 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:09.134 | INFO     | tools.handle_assert:handle_assert:52 - 期望结果的表达式是：{'text': '请输入正确的数量'}
2026-05-04 10:31:09.134 | ERROR    | tools.handle_assert:handle_assert:62 - 断言失败！
2026-05-04 10:31:09.140 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'principal': 'lemon_python', 'credentials': 12345678, 'appType': 3, 'loginType': 0}
2026-05-04 10:31:09.141 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:09.141 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'Content-Type': 'application/json', 'Accept-Language': 'zh'}
2026-05-04 10:31:09.141 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:09.141 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：http://shop.lemonban.com:8107/login
2026-05-04 10:31:09.141 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:09.141 | INFO     | tools.handle_requests:requests_api:78 - ==================接口的请求消息============================
2026-05-04 10:31:09.141 | INFO     | tools.handle_requests:requests_api:79 - 请求方法：POST
2026-05-04 10:31:09.141 | INFO     | tools.handle_requests:requests_api:80 - 请求地址：http://shop.lemonban.com:8107/login
2026-05-04 10:31:09.141 | INFO     | tools.handle_requests:requests_api:81 - 请求参数：{'principal': 'lemon_python', 'credentials': 12345678, 'appType': 3, 'loginType': 0}
2026-05-04 10:31:09.141 | INFO     | tools.handle_requests:requests_api:82 - 请求头部：{'Content-Type': 'application/json', 'Accept-Language': 'zh'}
2026-05-04 10:31:09.333 | INFO     | tools.handle_requests:requests_api:103 - ==============================响应消息==========================
2026-05-04 10:31:09.333 | INFO     | tools.handle_requests:requests_api:104 - 响应状态码：200
2026-05-04 10:31:09.333 | INFO     | tools.handle_requests:requests_api:105 - 响应消息体：{"access_token":"312b3495-132b-4200-872c-d36108ee19f6","token_type":"bearer","refresh_token":"275e22a2-6439-4012-84ba-bdf46dc45164","expires_in":1295999,"pic":"http://shop.lemonban.com:8108/2026/04/0d91fb06f83947eeaef19f1d14bde1b8.jpeg","userId":"03c0d87a5f7d473c9d78feb0450f2bff","nickName":"lemon_python","enabled":true}
2026-05-04 10:31:09.333 | INFO     | tools.handle_extract:extract_response:14 - ------不需要作提取处理------
2026-05-04 10:31:09.333 | INFO     | tools.handle_assert:handle_assert:45 - --------开始响应断言---------
2026-05-04 10:31:09.333 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'$..nickName': 'lemon_python', '$..enabled': True}
2026-05-04 10:31:09.333 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:09.334 | INFO     | tools.handle_assert:handle_assert:52 - 期望结果的表达式是：{'$..nickName': 'lemon_python', '$..enabled': True}
2026-05-04 10:31:09.334 | INFO     | tools.handle_assert:handle_assert:69 - 用例执行结果：lemon_python
2026-05-04 10:31:09.334 | INFO     | tools.handle_assert:handle_assert:70 - 用例预期结果：lemon_python
2026-05-04 10:31:09.334 | INFO     | tools.handle_assert:handle_assert:71 - 断言通过！
2026-05-04 10:31:09.334 | INFO     | tools.handle_assert:handle_assert:69 - 用例执行结果：True
2026-05-04 10:31:09.334 | INFO     | tools.handle_assert:handle_assert:70 - 用例预期结果：True
2026-05-04 10:31:09.334 | INFO     | tools.handle_assert:handle_assert:71 - 断言通过！
2026-05-04 10:31:09.337 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'principal': None, 'credentials': 12345678, 'appType': 3, 'loginType': 0}
2026-05-04 10:31:09.337 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:09.338 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：{'Content-Type': 'application/json', 'Accept-Language': 'zh'}
2026-05-04 10:31:09.338 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:09.338 | INFO     | tools.handle_replace:replace_mark:20 - 原字符串：http://shop.lemonban.com:8107/login
2026-05-04 10:31:09.338 | INFO     | tools.handle_replace:replace_mark:25 - 需要替换的字符串：[]
2026-05-04 10:31:09.338 | INFO     | tools.handle_requests:requests_api:78 - ==================接口的请求消息============================
2026-05-04 10:31:09.338 | INFO     | tools.handle_requests:requests_api:79 - 请求方法：POST
2026-05-04 10:31:09.338 | INFO     | tools.handle_requests:requests_api:80 - 请求地址：http://shop.lemonban.com:8107/login
2026-05-04 10:31:09.338 | INFO     | tools.handle_requests:requests_api:81 - 请求参数：{'principal': None, 'credentials': 12345678, 'appType': 3, 'loginType': 0}
2026-05-04 10:31:09.338 | INFO     | tools.handle_requests:requests_api:82 - 请求头部：{'Content-Type': 'application/json', 'Accept-Language': 'zh'}
2026-05-04 10:31:09.432 | INFO     | tools.handle_requests:requests_api:103 - ==============================响应消息==========================
2026-05-04 10:31:09.432 | INFO     | tools.handle_requests:requests_api:104 - 响应状态码：400
2026-05-04 10:31:09.433 | INFO     | tools.handle_requests:requests_api:105 - 响应消息体：账号或密码不正确
2026-05-04 10:31:09.433 | INFO     | tools.handle_extract:extract_response:14 - ------不需要作提取处理------
